Time,TimeMS,Clock,Pulse,Pulse_low,Pulse_high,SpO2,SpO2_low,SpO2_high,Respiratory_rate,Respiratory_rate_low,Respiratory_rate_high,BloodPressure_Sys,BloodPressure_Sys_low,BloodPressure_Sys_high,Temp,Temp_low,Temp_high,,,,,,,,,,,,,,,,,,,,,,,,,
00:09:57_290,597290,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.65006,39.8,,,2.57813,0,139.6,,,,0,0
00:09:57_300,597300,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.6486,39.9,,,2.57272,0,139.6,,,,0,0
00:09:57_310,597310,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.64811,39.9,,,2.58759,0,139.6,,,,0,0
00:09:57_320,597320,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.6486,39.9,,,2.6134,0,139.6,,,,0,0
00:09:57_330,597330,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.6486,39.9,,,2.6134,0,139.6,,,,0,0
00:09:57_340,597340,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.65079,39.9,,,2.62078,0,139.6,,,,0,0
00:09:57_350,597350,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.65079,39.9,,,2.62078,0,139.6,,,,0,0
00:09:57_360,597360,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.65079,39.9,,,2.62078,0,139.6,,,,0,0
00:09:57_370,597370,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.65079,39.9,,,2.62078,0,139.6,,,,0,0
00:09:57_380,597380,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.65079,39.9,,,2.62078,0,139.6,,,,0,0
00:09:57_390,597390,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.035,0.65348,40,,,2.62014,0,139.6,,,,0,0
00:09:57_400,597400,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.035,0.65421,40,,,2.60284,0,139.6,,,,0,0
00:09:57_410,597410,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.65934,40,,,2.56932,0,139.6,,,,0,0
00:09:57_420,597420,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.02,0.66129,40,,,2.54598,0,139.6,,,,0,0
00:09:57_430,597430,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.663,40.1,,,2.53673,0,139.6,,,,0,0
00:09:57_440,597440,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.6652,40.1,,,2.53362,0,139.6,,,,0,0
00:09:57_450,597450,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.66496,40.1,,,2.51318,0,139.6,,,,0,0
00:09:57_460,597460,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.66203,40.1,,,2.49283,0,139.6,,,,0,0
00:09:57_470,597470,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.65763,40.1,,,2.49624,0,139.6,,,,0,0
00:09:57_480,597480,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64982,40.1,,,2.51942,0,139.6,,,,0,0
00:09:57_490,597490,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.64664,40.2,,,2.54874,0,139.6,,,,0,0
00:09:57_500,597500,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.64518,40.2,,,2.56594,0,139.6,,,,0,0
00:09:57_510,597510,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.64567,40.2,,,2.59826,0,139.6,,,,0,0
00:09:57_520,597520,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64982,40.2,,,2.62091,0,139.6,,,,0,0
00:09:57_530,597530,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.65177,40.2,,,2.62046,0,139.6,,,,0,0
00:09:57_540,597540,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.04,0.65324,40.2,,,2.62061,0,139.6,,,,0,0
00:09:57_550,597550,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.31,0.6547,40.2,,,2.62068,0,139.6,,,,0,0
00:09:57_560,597560,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.98,0.65543,40.2,,,2.59678,0,139.6,,,,0,0
00:09:57_570,597570,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.02,0.65177,40.2,,,2.57457,0,139.6,,,,0,0
00:09:57_580,597580,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.515,0.64908,40.2,,,2.58179,0,139.6,,,,0,0
00:09:57_590,597590,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.04,0.6464,40.2,,,2.56643,0,139.6,,,,0,0
00:09:57_600,597600,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.64396,40.2,,,2.53287,0,139.6,,,,0,0
00:09:57_610,597610,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.64518,40.2,,,2.52286,0,139.6,,,,0,0
00:09:57_620,597620,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64713,40.2,,,2.47485,0,139.6,,,,0,0
00:09:57_630,597630,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64884,40.2,,,2.42964,0,139.6,,,,0,0
00:09:57_640,597640,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.65104,40.2,,,2.40332,0,139.6,,,,0,0
00:09:57_650,597650,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.65226,40.2,,,2.42978,0,139.6,,,,0,0
00:09:57_660,597660,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.65299,40.2,,,2.46059,0,139.6,,,,0,0
00:09:57_670,597670,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.65397,40.2,,,2.57505,0,139.6,,,,0,0
00:09:57_680,597680,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.65568,40.2,,,2.66993,0.00225,139.6,,,,0,0
00:09:57_690,597690,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.65592,40.2,,,2.63893,0.00964,139.6,,,,0,0
00:09:57_700,597700,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.65617,40.2,,,2.69894,-0.01893,139.6,,,,0,0
00:09:57_710,597710,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.055,0.65617,40.2,,,2.81962,-0.06358,139.6,,,,0,0
00:09:57_720,597720,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.03,0.65372,40.2,,,2.92127,-0.03785,139.6,,,,0,0
00:09:57_730,597730,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.015,0.65226,40.2,,,2.99272,0.00592,139.6,,,,0,0
00:09:57_740,597740,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0,0.65226,40.2,,,3.05883,0.00258,139.6,,,,0,0
00:09:57_750,597750,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.03,0.65299,40.2,,,3.11453,0,139.6,,,,0,0
00:09:57_760,597760,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.06,0.65153,40.2,,,3.12763,0,139.6,,,,0,0
00:09:57_770,597770,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.09,0.65031,40.2,,,3.15259,0,139.6,,,,0,0
00:09:57_780,597780,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.125,0.64982,40.2,,,3.16769,0,139.6,,,,0,0
00:09:57_790,597790,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.17,0.65031,40.2,,,3.16143,0,139.6,,,,0,0
00:09:57_800,597800,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.2,0.65055,40.2,,,3.17841,0,139.6,,,,0,0
00:09:57_810,597810,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.225,0.65055,40.2,,,3.21224,0,139.6,,,,0,0
00:09:57_820,597820,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.245,0.65055,40.2,,,3.23495,0,139.6,,,,0,0
00:09:57_830,597830,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.65055,40.2,,,3.24774,0,139.6,,,,0,0
00:09:57_840,597840,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.65055,40.2,,,3.24219,0,139.6,,,,0,0
00:09:57_850,597850,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.255,0.6525,40.2,,,3.24219,0,139.6,,,,0,0
00:09:57_860,597860,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.225,0.65299,40.2,,,3.24439,0,139.6,,,,0,0
00:09:57_870,597870,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.18,0.65324,40.2,,,3.24624,0,139.6,,,,0,0
00:09:57_880,597880,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.12,0.65348,40.1,,,3.22744,0,139.6,,,,0,0
00:09:57_890,597890,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.05,0.65348,40.1,,,3.19322,0,139.6,,,,0,0
00:09:57_900,597900,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.65348,40.1,,,3.1709,0,139.6,,,,0,0
00:09:57_910,597910,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.65348,40.1,,,3.15833,0,139.6,,,,0,0
00:09:57_920,597920,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.65275,40.1,,,3.16407,0,139.6,,,,0,0
00:09:57_930,597930,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.6486,40.1,,,3.16984,0,139.6,,,,0,0
00:09:57_940,597940,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.64737,40.1,,,3.1526,0,139.6,,,,0,0
00:09:57_950,597950,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.17,0.64689,40.1,,,3.13003,0,139.6,,,,0,0
00:09:57_960,597960,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.17,0.64664,40.1,,,3.12025,0,139.6,,,,0,0
00:09:57_970,597970,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.17,0.64933,40.1,,,3.12416,0,139.6,,,,0,0
00:09:57_980,597980,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.165,0.65128,40.1,,,3.11953,0,139.6,,,,0,0
00:09:57_990,597990,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.65519,40.1,,,3.14067,0,139.6,,,,0,0
00:09:58_000,598000,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.6652,40.1,,,3.16565,0,139.6,,,,0,0
00:09:58_010,598010,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.67057,40.1,,,3.16748,0,139.6,,,,0,0
00:09:58_020,598020,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.67619,40,,,3.16615,0,139.6,,,,0,0
00:09:58_030,598030,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.68181,40,,,3.16689,0,139.6,,,,0,0
00:09:58_040,598040,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.68694,40,,,3.14964,0,139.6,,,,0,0
00:09:58_050,598050,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.69182,40,,,3.11582,0,139.6,,,,0,0
00:09:58_060,598060,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.69328,40,,,3.09309,0,139.6,,,,0,0
00:09:58_070,598070,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.69475,40,,,3.07643,0,139.6,,,,0,0
00:09:58_080,598080,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.69621,40,,,3.08585,0,139.6,,,,0,0
00:09:58_090,598090,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.70012,40,,,3.11348,0,139.6,,,,0,0
00:09:58_100,598100,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.70159,39.9,,,3.13068,0,139.6,,,,0,0
00:09:58_110,598110,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.70305,39.9,,,3.12556,0,139.6,,,,0,0
00:09:58_120,598120,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.70379,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_130,598130,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.70452,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_140,598140,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.70525,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_150,598150,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.70501,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_160,598160,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.69768,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_170,598170,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.69328,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_180,598180,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.68962,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_190,598190,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.68718,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_200,598200,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.68596,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_210,598210,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.68523,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_220,598220,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.68425,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_230,598230,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.68303,39.9,,,3.12825,0,139.6,,,,0,0
00:09:58_240,598240,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.68327,39.9,,,3.12465,0,139.6,,,,0,0
00:09:58_250,598250,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.68254,39.9,,,3.09912,0,139.6,,,,0,0
00:09:58_260,598260,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.6823,39.9,,,3.07871,0,139.6,,,,0,0
00:09:58_270,598270,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.68205,39.9,,,3.08239,0,139.6,,,,0,0
00:09:58_280,598280,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.68205,39.9,,,3.10708,0,139.6,,,,0,0
00:09:58_290,598290,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.68205,39.9,,,3.12855,0,139.6,,,,0,0
00:09:58_300,598300,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.68205,39.9,,,3.12659,0,139.6,,,,0,0
00:09:58_310,598310,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.68205,39.9,,,3.12659,0,139.6,,,,0,0
00:09:58_320,598320,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.68205,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_330,598330,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.68205,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_340,598340,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.68278,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_350,598350,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.68278,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_360,598360,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.68278,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_370,598370,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.68278,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_380,598380,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.68278,39.9,,,3.125,0,139.6,,,,0,0
00:09:58_390,598390,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0,0.69011,40,,,3.10725,0,139.6,,,,0,0
00:09:58_400,598400,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.69035,40,,,3.08486,0,139.6,,,,0,0
00:09:58_410,598410,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.045,0.6928,40,,,3.08231,0,139.6,,,,0,0
00:09:58_420,598420,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.04,0.69597,40,,,3.08807,0,139.6,,,,0,0
00:09:58_430,598430,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.015,0.70037,40,,,3.09004,0,139.6,,,,0,0
00:09:58_440,598440,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.70989,40.1,,,3.06058,0,139.6,,,,0,0
00:09:58_450,598450,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.71355,40.1,,,3.04241,0,139.6,,,,0,0
00:09:58_460,598460,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.71624,40.1,,,3.04501,0,139.6,,,,0,0
00:09:58_470,598470,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.71819,40.1,,,3.04688,0,139.6,,,,0,0
00:09:58_480,598480,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.72088,40.1,,,3.04681,0,139.6,,,,0,0
00:09:58_490,598490,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.72137,40.1,,,3.04115,0,139.6,,,,0,0
00:09:58_500,598500,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.72088,40.1,,,3.0552,0,139.6,,,,0,0
00:09:58_510,598510,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.7199,40.1,,,3.07949,0,139.6,,,,0,0
00:09:58_520,598520,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.71941,40.1,,,3.11459,0,139.6,,,,0,0
00:09:58_530,598530,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.71893,40.1,,,3.12444,0,139.6,,,,0,0
00:09:58_540,598540,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.71966,40.1,,,3.09061,0,139.6,,,,0,0
00:09:58_550,598550,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.72063,40.1,,,3.0687,0,139.6,,,,0,0
00:09:58_560,598560,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.03,0.72063,40.1,,,3.04437,0,139.6,,,,0,0
00:09:58_570,598570,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.325,0.71819,40.1,,,3.02515,0,139.6,,,,0,0
00:09:58_580,598580,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1,0.71429,40.1,,,2.99466,0,139.6,,,,0,0
00:09:58_590,598590,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.125,0.71087,40.1,,,2.9766,0,139.6,,,,0,0
00:09:58_600,598600,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.38,0.70476,40.1,,,2.94289,0,139.6,,,,0,0
00:09:58_610,598610,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.04,0.7033,40.1,,,2.92632,0,139.6,,,,0,0
00:09:58_620,598620,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.70256,40.1,,,2.93332,0,139.6,,,,0,0
00:09:58_630,598630,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.70232,40.1,,,2.91334,0,139.6,,,,0,0
00:09:58_640,598640,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.70379,40.1,,,2.88342,0,139.6,,,,0,0
00:09:58_650,598650,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.70501,40.1,,,2.87002,0,139.6,,,,0,0
00:09:58_660,598660,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.70696,40.1,,,2.91141,0,139.6,,,,0,0
00:09:58_670,598670,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.7094,40.1,,,2.983,0,139.6,,,,0,0
00:09:58_680,598680,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.71575,40.1,,,3.13513,0,139.6,,,,0,0
00:09:58_690,598690,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.71795,40.1,,,3.26891,0,139.6,,,,0,0
00:09:58_700,598700,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.08,0.7199,40.1,,,3.34618,0,139.6,,,,0,0
00:09:58_710,598710,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.72088,40.1,,,3.44985,0,139.6,,,,0,0
00:09:58_720,598720,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.055,0.72137,40.1,,,3.48099,0,139.6,,,,0,0
00:09:58_730,598730,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.035,0.72234,40.1,,,3.52585,0,139.6,,,,0,0
00:09:58_740,598740,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.02,0.72405,40,,,3.57596,0,139.6,,,,0,0
00:09:58_750,598750,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.7265,40,,,3.59056,0,139.6,,,,0,0
00:09:58_760,598760,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.73358,40,,,3.59815,0,139.6,,,,0,0
00:09:58_770,598770,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.035,0.73626,40,,,3.59375,0,139.6,,,,0,0
00:09:58_780,598780,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.06,0.73748,40,,,3.59375,0,139.6,,,,0,0
00:09:58_790,598790,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.1,0.73822,40,,,3.59375,0,139.6,,,,0,0
00:09:58_800,598800,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.14,0.73846,40,,,3.59375,0,139.6,,,,0,0
00:09:58_810,598810,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.175,0.737,40,,,3.59375,0,139.6,,,,0,0
